Date,Open,High,Low,Close,Adj Close,Volume
2001-05-10,17.270000,17.480000,16.379999,16.389999,14.578743,40520200
2001-05-11,16.379999,16.520000,15.860000,15.900000,14.142898,34225400
2001-05-14,16.080000,16.490000,16.000000,16.040001,14.267425,27117300
2001-05-15,16.209999,16.500000,15.680000,15.930000,14.169580,38532000
2001-05-16,15.720000,16.420000,15.450000,16.400000,14.587640,61700300
2001-05-17,16.420000,16.790001,15.950000,16.120001,14.338584,44326500
2001-05-18,16.010000,16.350000,15.880000,16.280001,14.480903,29843000
2001-05-21,16.270000,18.209999,16.190001,18.100000,16.099775,68843600
2001-05-22,18.350000,18.520000,17.459999,17.580000,15.637236,61060300
2001-05-23,17.209999,17.260000,16.750000,16.830000,14.970117,41615300
2001-05-24,16.860001,17.400000,16.320000,17.299999,15.388177,30695500
2001-05-25,16.969999,17.150000,16.420000,16.510000,14.685482,27635500
2001-05-29,16.370001,16.430000,15.440000,15.610000,13.884942,44873200
2001-05-30,15.360000,16.000000,14.450000,14.510000,12.906503,60895300
2001-05-31,14.650000,15.890000,14.600000,15.300000,13.609200,77868700
2001-06-01,15.500000,15.990000,15.260000,15.860000,14.107315,38975400
2001-06-04,16.530001,16.540001,15.930000,16.059999,14.285213,34347900
2001-06-05,16.120001,16.959999,16.090000,16.760000,14.907855,37528800
2001-06-06,16.940001,17.240000,16.799999,17.000000,15.121334,43538700
2001-06-07,16.860001,17.400000,16.610001,17.330000,15.414864,33703600
2001-06-08,17.280001,17.500000,16.920000,17.010000,15.130228,21379300
2001-06-11,17.000000,17.010000,16.020000,16.190001,14.400846,26158600
2001-06-12,16.010000,16.360001,15.340000,16.139999,14.356373,35267300
2001-06-13,16.350000,16.450001,15.340000,15.500000,13.787101,34243200
2001-06-14,15.360000,15.370000,14.700000,14.850000,13.208930,45062500
2001-06-15,14.750000,15.500000,14.660000,15.000000,13.342353,59629800
2001-06-18,15.230000,15.300000,14.620000,14.840000,13.200036,51419000
2001-06-19,17.049999,17.080000,16.440001,16.760000,14.907855,123132300
2001-06-20,16.520000,17.770000,16.440001,17.520000,15.583868,64848800
2001-06-21,17.459999,18.040001,17.299999,17.900000,15.921874,42898000
2001-06-22,17.799999,17.969999,17.350000,17.480000,15.548291,29738200
2001-06-25,17.650000,18.059999,17.510000,17.770000,15.806239,30607400
2001-06-26,17.350000,19.000000,17.010000,18.440001,16.402203,58071400
2001-06-27,18.559999,18.840000,17.700001,18.040001,16.046406,56799800
2001-06-28,18.389999,19.629999,18.290001,19.180000,17.060417,72499100
2001-06-29,19.190001,20.020000,17.799999,19.000000,16.900314,60090400
2001-07-02,19.240000,20.000000,19.070000,19.580000,17.416220,29413600
2001-07-03,19.389999,20.000000,18.780001,19.770000,17.585220,22039400
2001-07-05,19.379999,19.910000,18.900000,18.930000,16.838057,29051400
2001-07-06,18.629999,18.950001,18.040001,18.209999,16.197617,28647000
2001-07-09,18.180000,19.330000,18.100000,18.910000,16.820263,32770400
2001-07-10,19.090000,19.459999,17.559999,17.590000,15.646129,37848700
2001-07-11,17.570000,18.100000,17.459999,18.000000,16.010824,35511200
2001-07-12,18.930000,19.930000,18.200001,19.660000,17.487371,45614700
2001-07-13,19.260000,19.900000,19.100000,19.540001,17.380640,31009700
2001-07-16,19.309999,19.790001,18.510000,18.700001,16.633465,27119500
2001-07-17,18.520000,19.580000,18.459999,19.500000,17.345060,30114100
